institution,number,family,genus,species,cranium.length,rostrum.length,rostrum.width,rostrum.depth,coracoid,sternum.length,keel.length,keel.depth,humerus,ulna,carpometacarpus,femur,tibiotarsus,tarsometatarsus,island,landbird.spp.richness,island.area,elevation,nearest.continent,isolation,ecosystem.richness,raptor.spp,columbid.spp,kingfisher.spp,mammal.predators,location.1,location.2,location.3,collector,age,mass,wing.ch.,tail,subspecies,sex,other
NMNH,556105,Thraupidae,Tiaris,Tiaris_olivaceus,13.86,9.62,3.4,2.63,12.69,11.11,12.8,4.9,13.02,14.64,7.8,12.35,21.2,15.5,Puerto_Rico,172,9100,1338,700,46,8,10,6,3,no,Puerto Rico,Santa Isabel,NA,H. Raffaele,NA,NA,47.3,39.8,bryanti,female,NA
NMNH,556109,Thraupidae,Tiaris,Tiaris_olivaceus,14.35,9.09,3.43,2.43,12.33,11.82,12.72,5.16,12.71,14.67,7.74,12.51,21.49,15.11,Puerto_Rico,172,9100,1338,700,46,8,10,6,3,no,Puerto Rico,Santa Isabel,NA,H. Raffaele,NA,NA,47.9,42.7,bryanti,male,NA
NMNH,556103,Thraupidae,Tiaris,Tiaris_olivaceus,13.92,9.41,3.42,2.75,12.16,NA,NA,NA,12.82,14.75,7.91,NA,20.65,15.03,Vieques,81,148,301,700,36,NA,6,9,1,no,Puerto Rico,Vieques,NA,H. Raffaele,NA,NA,44,36.2,bryanti,female,NA
NMNH,556095,Thraupidae,Tiaris,Tiaris_olivaceus,14.23,9.43,3.19,2.46,12.58,11.62,12.78,5.12,13.17,15.24,8.19,12.74,21.48,15.43,Vieques,81,148,301,700,36,NA,6,9,1,no,Puerto Rico,Vieques,NA,H. Raffaele,NA,NA,48.6,37.4,bryanti,male,NA
AMNH,25463,Trochilidae,Anthracothorax,Anthracothorax_dominicus,12.26,26.84,NA,NA,9.04,18.83,22.46,11.22,6.21,6.48,8.02,8.94,12.23,5.15,Hispanola,186,73929,3175,575,43,NA,12,4,3,no,Domincan Republic,Cabo Rojo,NA,N.K. Klein,NA,6.2,63.8,NA,NA,male,NA
AMNH,25416,Trochilidae,Anthracothorax,Anthracothorax_dominicus,12.65,NA,NA,NA,8.13,17.59,20.05,10.17,5.97,6.28,NA,9.33,13.07,5.16,Hispanola,186,73929,3175,575,43,NA,12,4,3,no,Domincan Republic,Parque Nacional Sierra de Baorueo,NA,N.K. Klein,NA,5.4,NA,39,NA,female,NA
AMNH,25415,Trochilidae,Anthracothorax,Anthracothorax_dominicus,12.36,27.6,NA,NA,8.41,18.74,21.35,10.59,5.9,6.29,7.78,8.92,12.21,5.04,Hispanola,186,73929,3175,575,43,NA,12,4,3,no,Domincan Republic,Parque Nacional Sierra de Baorueo,NA,N.K. Klein,NA,6.11,NA,NA,NA,female,NA
AMNH,25464,Trochilidae,Anthracothorax,Anthracothorax_dominicus,12.82,27.77,NA,NA,8.41,16.79,20.05,10.63,6,6.29,7.84,9.18,12.33,5.12,Hispanola,186,73929,3175,575,43,NA,12,4,3,no,Domincan Republic,Parque Nacional Sierra de Baorueo,NA,N.K. Klein,NA,5.9,NA,NA,NA,female,keel squished
NMNH,555784,Trochilidae,Anthracothorax,Anthracothorax_dominicus,12.71,29.79,NA,NA,8.58,17.91,21.34,10.74,6.03,6.34,7.9,9.32,12.91,5.41,Hispanola,186,73929,3175,575,43,NA,12,4,3,no,Dominican Republic,Independencia,Duverge,"D.W. Steadman, W.B. Hilgartner, R.I. Crombie",NA,5.8,NA,NA,NA,female,NA
NMNH,555783,Trochilidae,Anthracothorax,Anthracothorax_dominicus,12.89,28.93,NA,NA,8.5,17.84,21.16,10.84,6.02,6.32,7.86,9.22,12.39,5.13,Hispanola,186,73929,3175,575,43,NA,12,4,3,no,Dominican Republic,Independencia,Duverge,"D.W. Steadman, W.B. Hilgartner, R.I. Crombie",NA,6.6,NA,NA,NA,female,NA
NMNH,555785,Trochilidae,Anthracothorax,Anthracothorax_dominicus,12.18,25.7,NA,NA,8.58,19.79,23.55,11.59,6.04,6.21,7.81,8.68,12.01,4.87,Hispanola,186,73929,3175,575,43,NA,12,4,3,no,Dominican Republic,Independencia,El Limon,"D.W. Steadman, W.B. Hilgartner, R.I. Crombie",NA,6.8,NA,NA,NA,male,NA
NMNH,554619,Trochilidae,Anthracothorax,Anthracothorax_dominicus,12.73,28.68,NA,NA,8.53,17.97,20.84,10.56,5.9,6.19,7.72,9.01,12.32,5.1,Hispanola,186,73929,3175,575,43,NA,12,4,3,no,Dominican Republic,La Vega,Bonao,"J.C. Barber, K.L. Pruitt, B. Mitchell",NA,5.5,63,37,NA,female,NA
NMNH,554618,Trochilidae,Anthracothorax,Anthracothorax_dominicus,12.17,27.41,NA,NA,8.83,18.27,21.08,11.01,6.07,6.46,7.73,9.4,12.59,5.19,Hispanola,186,73929,3175,575,43,NA,12,4,3,no,Dominican Republic,La Vega,Bonao,"J.C. Barber, K.L. Pruitt, B. Mitchell",NA,6.5,64.5,38,dominicus,female,NA
NMNH,554616,Trochilidae,Anthracothorax,Anthracothorax_dominicus,12.31,26.14,NA,NA,9.29,19.95,24.53,12.12,6.39,6.81,8.21,9.4,13.04,5.51,Hispanola,186,73929,3175,575,43,NA,12,4,3,no,Dominican Republic,La Vega,Bonao,"J.C. Barber, K.L. Pruitt, B. Mitchell",NA,7,67,42,NA,male,NA
NMNH,554617,Trochilidae,Anthracothorax,Anthracothorax_dominicus,NA,NA,NA,NA,9.02,19.73,23.68,11.97,6.06,6.44,8.19,8.93,11.86,5.05,Hispanola,186,73929,3175,575,43,NA,12,4,3,no,Dominican Republic,La Vega,Bonao,"J.C. Barber, K.L. Pruitt, B. Mitchell",NA,6.5,66.8,37,dominicus,male,NA
NMNH,555781,Trochilidae,Anthracothorax,Anthracothorax_dominicus,12.2,27.03,NA,NA,8.86,19.9,23.46,11.36,5.95,6.38,8.02,8.76,12.27,4.99,Hispanola,186,73929,3175,575,43,NA,12,4,3,no,Dominican Republic,Monte Cristi,NA,"D.W. Steadman, W.B. Hilgartner, R.I. Crombie",NA,7.2,NA,NA,NA,male,NA
NMNH,555778,Trochilidae,Anthracothorax,Anthracothorax_dominicus,12.72,27.96,NA,NA,9.26,19.84,23.56,12.07,6.31,6.6,8.29,NA,NA,NA,Hispanola,186,73929,3175,575,43,NA,12,4,3,no,Dominican Republic,Monte Cristi,NA,"D.W. Steadman, W.B. Hilgartner, R.I. Crombie",NA,7.2,NA,NA,NA,male,NA
NMNH,555780,Trochilidae,Anthracothorax,Anthracothorax_dominicus,12.76,28.24,NA,NA,9.26,20.48,24.39,11.81,6.46,6.78,8.25,9.01,12.25,5.28,Hispanola,186,73929,3175,575,43,NA,12,4,3,no,Dominican Republic,Monte Cristi,NA,"D.W. Steadman, W.B. Hilgartner, R.I. Crombie",NA,7.5,NA,NA,NA,male,NA
NMNH,555779,Trochilidae,Anthracothorax,Anthracothorax_dominicus,12.54,26.76,NA,NA,9.03,20.2,24.95,12.24,6.33,6.72,8.4,9.56,13.29,5.42,Hispanola,186,73929,3175,575,43,NA,12,4,3,no,Dominican Republic,Monte Cristi,NA,"D.W. Steadman, W.B. Hilgartner, R.I. Crombie",NA,7.5,NA,NA,NA,male,NA
NMNH,318897,Trochilidae,Anthracothorax,Anthracothorax_dominicus,NA,27.51,NA,NA,8.46,17.84,20.77,10.72,5.9,6.18,7.89,8.95,12.54,5.31,Hispanola,186,73929,3175,575,43,NA,12,4,3,no,Haiti,Ile a Vache,NA,L.H. Parish,NA,NA,NA,NA,NA,female,NA
NMNH,318896,Trochilidae,Anthracothorax,Anthracothorax_dominicus,NA,26.49,NA,NA,8.81,19.94,23.82,11.76,6.21,6.46,NA,NA,12.37,NA,Hispanola,186,73929,3175,575,43,NA,12,4,3,no,Haiti,Ile a Vache,NA,S.W. Parish,NA,NA,NA,NA,NA,male,NA
NMNH,554672,Trochilidae,Anthracothorax,Anthracothorax_dominicus,12.27,26.03,NA,NA,9.07,19.04,23.23,11.32,6.23,6.42,8.04,8.85,12.04,4.94,Hispanola,186,73929,3175,575,43,NA,12,4,3,no,Haiti,Ile de la Gonave,Anse a Galet,"J.C. Barber, K.L. Pruitt",NA,5.5,64,48,NA,male,NA
NMNH,292585,Trochilidae,Anthracothorax,Anthracothorax_dominicus,12.26,26.51,NA,NA,8.95,19.63,23.76,11.65,6.05,6.21,8.03,8.5,11.95,NA,Hispanola,186,73929,3175,575,43,NA,12,4,3,no,Haiti,Ile de la Gonave,NA,"Poole, Perrygo",NA,NA,NA,NA,NA,male,NA
NMNH,318694,Trochilidae,Anthracothorax,Anthracothorax_dominicus,12.63,25.85,NA,NA,8.67,19.43,23.46,11.77,6.1,6.33,7.83,8.75,11.8,4.79,Hispanola,186,73929,3175,575,43,NA,12,4,3,no,Haiti,Ile de la Gonave,NA,S.W. Parish,NA,NA,NA,NA,NA,male,NA
NMNH,501714,Trochilidae,Anthracothorax,Anthracothorax_dominicus,12.08,27.11,NA,NA,8.01,16.67,19.11,9.68,5.51,5.87,7.25,8.4,11.92,5.14,Puerto_Rico,172,9100,1338,700,46,8,10,6,3,no,Puerto Rico,Guanica Forest,NA,"J.P. Angle, S.L. Olson",NA,5.3,43,NA,aurulentus,female,NA
NMNH,501760,Trochilidae,Anthracothorax,Anthracothorax_dominicus,12.19,26.62,NA,NA,7.62,16.55,18.48,9.57,5.41,5.69,7.19,8.11,11.56,4.82,Puerto_Rico,172,9100,1338,700,46,8,10,6,3,no,Puerto Rico,Guanica Forest,NA,"J.P. Angle, S.L. Olson",NA,5.2,58,NA,aurulentus,female,NA
NMNH,501733,Trochilidae,Anthracothorax,Anthracothorax_dominicus,12.59,27.47,NA,NA,8.83,18.94,21.99,11.4,5.93,6.42,8.2,9.05,12.24,5.47,Puerto_Rico,172,9100,1338,700,46,8,10,6,3,no,Puerto Rico,Guanica Forest,NA,"J.P. Angle, S.L. Olson",NA,6,64.5,NA,NA,male,NA
NMNH,501864,Trochilidae,Anthracothorax,Anthracothorax_dominicus,12.4,26.4,NA,NA,8.55,18.55,22.6,11.33,5.79,6.22,7.7,8.37,11.65,4.92,Puerto_Rico,172,9100,1338,700,46,8,10,6,3,no,Puerto Rico,Guanica Forest,NA,"S.L. Olson, J.P. Angle",NA,6,60,NA,aurulentus,male,NA
NMNH,501713,Trochilidae,Anthracothorax,Anthracothorax_dominicus,11.94,25.19,NA,NA,8.74,18.72,21.81,11.04,5.92,6.31,8.07,8.54,12.1,5.24,Puerto_Rico,172,9100,1338,700,46,8,10,6,3,no,Puerto Rico,Guanica Forest,NA,"S.L. Olson, J.P. Angle",NA,5.9,62.5,NA,aurulentus,male,NA
NMNH,501755,Trochilidae,Anthracothorax,Anthracothorax_dominicus,12.29,26.1,NA,NA,8.45,18.45,22.15,11.31,5.81,6.2,NA,8.56,11.66,5.04,Puerto_Rico,172,9100,1338,700,46,8,10,6,3,no,Puerto Rico,Guanica Forest,NA,"S.L. Olson, J.P. Angle",NA,6.2,63,NA,aurulentus,male,NA
NMNH,501851,Trochilidae,Anthracothorax,Anthracothorax_dominicus,12.27,27.72,NA,NA,8.64,19,22.1,11.17,5.9,6.24,7.87,8.76,12.02,5.1,Puerto_Rico,172,9100,1338,700,46,8,10,6,3,no,Puerto Rico,Guanica Forest,NA,"S.L. Olson, J.P. Angle",NA,6.1,65,NA,aurulentus,male,NA
NMNH,501761,Trochilidae,Anthracothorax,Anthracothorax_dominicus,12.7,28.29,NA,NA,8.06,17.07,19.24,10.05,5.59,5.9,7.58,8.68,12.11,5.09,Puerto_Rico,172,9100,1338,700,46,8,10,6,3,no,Puerto Rico,Guanica Forest,NA,"S.L. Olson, J.P. Angle",juvenile,5.4,59,NA,aurulentus,male,female plumage
NMNH,501901,Trochilidae,Anthracothorax,Anthracothorax_dominicus,12.24,27.23,NA,NA,8.31,18.94,22.14,11.12,5.73,6.03,7.68,8.36,11.47,4.95,Puerto_Rico,172,9100,1338,700,46,8,10,6,3,no,Puerto Rico,Sierra Berneja,NA,"S.L. Olson, J.P. Angle",NA,6.3,61.5,NA,aurulentus,male,NA
NMNH,7003,Trochilidae,Anthracothorax,Anthracothorax_mango,NA,NA,NA,NA,9.26,NA,22.7,11.21,NA,NA,NA,NA,NA,NA,Jamaica,183,11190,2256,650,50,1,8,7,6,no,Jamaica,Spanish Town,NA,W.T. Marsh,NA,NA,NA,NA,NA,male,NA
FLMNH,26720,Trochilidae,Anthracothorax,Anthracothorax_mango,13.75,30.37,NA,NA,9.63,20.82,24.57,12.29,6.87,7.26,9.14,9.69,13.37,5.74,Jamaica,183,11190,2256,650,50,1,8,7,6,no,Jamaica,St. Catherine,NA,A. Cruz,NA,9.5,NA,NA,NA,male,NA
NMNH,558870,Trochilidae,Anthracothorax,Anthracothorax_mango,13.56,29.67,NA,NA,9.35,19.71,23.4,12.05,6.86,7.43,9.06,9.75,13.49,5.85,Jamaica,183,11190,2256,650,50,1,8,7,6,no,Jamaica,Trelawny Parish,Quickstep,"D.W. Steadman, W. Hilgartner, F. Davis",NA,7.8,74,43,NA,male,NA
NMNH,558871,Trochilidae,Anthracothorax,Anthracothorax_mango,13.56,28.74,NA,NA,9.42,20.39,24.13,11.83,6.92,7.34,8.99,9.85,13.07,5.69,Jamaica,183,11190,2256,650,50,1,8,7,6,no,Jamaica,Trelawny Parish,Quickstep,"D.W. Steadman, W. Hilgartner, F. Davis",adult,7.8,77,45,NA,male,NA
NMNH,622251,Trochilidae,Anthracothorax,Anthracothorax_nigricollis,12.99,26.48,NA,NA,8.71,18.53,NA,NA,5.91,6.35,7.86,9.46,12.43,NA,continent,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Guyana,Karaudanawa,NA,C.M. Milensky,adult,6.9,NA,NA,NA,female,NA
NMNH,623043,Trochilidae,Anthracothorax,Anthracothorax_nigricollis,12.69,25.75,NA,NA,8.18,17.49,20.31,10.21,5.72,6.2,7.66,8.96,11.8,5.33,continent,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Guyana,"Kusad Mountain, NE Flank",South Rupununi Savannah,B.J. O'Shea,NA,5.4,NA,NA,nigricollis,female,NA
FLMNH,26721,Trochilidae,Anthracothorax,Anthracothorax_nigricollis,13.31,25.95,NA,NA,8.52,19.5,23.18,11.3,5.97,6.41,8.13,8.76,11.84,5.01,continent,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Surinam,Phedra,NA,F. Haverschmidt,NA,NA,NA,NA,nigricollis,male,NA
FLMNH,26722,Trochilidae,Anthracothorax,Anthracothorax_nigricollis,13.27,27.31,NA,NA,8.52,18.65,22.28,11.22,5.92,6.4,7.95,8.98,11.8,NA,continent,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Surinam,Phedra,NA,F. Haverschmidt,NA,NA,NA,NA,nigricollis,male,NA
NMNH,555696,Trochilidae,Anthracothorax,Anthracothorax_nigricollis,12.97,26.68,NA,NA,8.46,18.25,20.88,10.23,5.78,6.43,7.51,9.28,13.17,5.75,Tobago,99,309,576,120,27,NA,10,5,2,yes,Tobago,St. John Parish,Charlotteville,"G.S. Morgan, F.A. Harrington",NA,6.6,NA,NA,NA,female,NA
NMNH,555686,Trochilidae,Anthracothorax,Anthracothorax_nigricollis,12.59,27.08,NA,NA,8.64,18.42,20.43,9.72,6.03,6.58,8.12,9.38,12.63,5.58,Tobago,99,309,576,120,27,NA,10,5,2,yes,Tobago,St. John Parish,Charlotteville,"G.S. Morgan, F.A. Harrington",NA,6.7,NA,NA,NA,female,NA
NMNH,555687,Trochilidae,Anthracothorax,Anthracothorax_nigricollis,13.67,25.61,NA,NA,8.87,19.64,23.87,10.88,6.18,6.82,8.09,9.23,12.05,4.77,Tobago,99,309,576,120,27,NA,10,5,2,yes,Tobago,St. John Parish,Charlotteville,"G.S. Morgan, F.A. Harrington",NA,7,NA,NA,NA,female,NA
NMNH,562502,Trochilidae,Anthracothorax,Anthracothorax_nigricollis,12.76,26.41,NA,NA,8.89,19.64,23.27,11.1,5.88,6.52,7.89,8.95,11.68,5.15,Trinidad,251,5009,940,11,15,NA,36,12,4,yes,Trinidad,Arima,Simla Research Station,P. Houde,NA,6,65,34,NA,male,NA
FLMNH,46572,Trochilidae,Anthracothorax,Anthracothorax_nigricollis,13.27,27.22,NA,NA,8.67,18.24,20.39,10.18,5.98,6.2,7.57,9.48,12.45,5.25,Trinidad,251,5009,940,11,15,NA,36,12,4,yes,Trinidad,Aripo Valley,L'Orange Estate,E.A. Egan,NA,6.9,68,41,nigricollis,female,NA
FLMNH,45930,Trochilidae,Anthracothorax,Anthracothorax_nigricollis,NA,NA,NA,NA,8.78,19.5,22.61,10.83,5.97,6.54,NA,9.9,NA,5.55,Trinidad,251,5009,940,11,15,NA,36,12,4,yes,Trinidad,Aripo Valley,L'Orange Estate,AW Kratter,adult,7,68,37,NA,female,NA
NMNH,612945,Trochilidae,Anthracothorax,Anthracothorax_nigricollis,12.91,27.39,NA,NA,8.75,19.12,22.36,10.59,5.93,6.54,8.03,9.68,12.79,5.56,Trinidad,251,5009,940,11,15,NA,36,12,4,yes,Trinidad,Morne Bleu,NA,P. Houde,NA,7.1,67,35,NA,female,NA
NMNH,612944,Trochilidae,Anthracothorax,Anthracothorax_nigricollis,NA,NA,NA,NA,8.6,18.91,21.21,10.2,5.81,6.36,8.04,9.22,12.67,5.52,Trinidad,251,5009,940,11,15,NA,36,12,4,yes,Trinidad,Morne Bleu,NA,P. Houde,juvenile,6.7,66,37,NA,female,NA
FLMNH,38755,Trochilidae,Anthracothorax,Anthracothorax_prevostii,12.96,29.51,NA,NA,8.51,19.27,21.81,10.71,5.98,6.52,8.27,9.58,12.67,5.44,continent,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Costa Rica,Limon,Tortuguero,R.W. McFarlane,NA,NA,NA,NA,NA,male,NA
FLMNH,46230,Trochilidae,Anthracothorax,Anthracothorax_prevostii,NA,NA,NA,NA,8.73,19.59,23.72,11.51,6.09,6.65,NA,9.46,12.29,5.35,continent,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Panama,Bocas del Toro,Isla Colon,AW Kratter,NA,7.6,67,36,gracilirostris,male,NA
FLMNH,46239,Trochilidae,Anthracothorax,Anthracothorax_prevostii,12.72,27.95,NA,NA,8.82,19.45,23.18,11.2,6.18,6.74,8.3,9.29,12.21,5.18,continent,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Panama,Bocas del Toro,Isla Colon,AW Kratter,NA,7.2,65,38,gracilirostris,male,NA
FLMNH,26716,Trochilidae,Anthracothorax,Anthracothorax_viridigula,NA,NA,NA,NA,9.97,21.56,24.57,12.35,6.84,7.26,9.06,NA,NA,NA,continent,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Surinam,Paramaribo,NA,F. Haverschmidt,NA,NA,NA,NA,NA,male,NA
FLMNH,26717,Trochilidae,Anthracothorax,Anthracothorax_viridigula,13.83,31.21,NA,NA,9.36,20.86,24.5,12.18,6.59,7.07,8.84,9.75,12.74,5.6,continent,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Surinam,Surinam R.,Leonsberg,F. Haverschmidt,NA,NA,NA,NA,NA,male,NA
NMNH,501785,Trochilidae,Anthracothorax,Anthracothorax_viridis,12.71,27.52,NA,NA,9.03,18.83,21.22,10.82,6.3,6.32,7.89,9.62,13.24,5.72,Puerto_Rico,172,9100,1338,700,46,8,10,6,3,no,Puerto Rico,Maricao Forest,Fish Hatchery,"J.P. Angle, S.L. Olson",NA,7.1,61.5,NA,NA,male,NA
AMNH,5835,Trochilidae,Anthracothorax,Anthracothorax_viridis,NA,NA,NA,NA,8.73,18.72,22.19,10.94,5.93,6.26,7.99,NA,NA,NA,Puerto_Rico,172,9100,1338,700,46,8,10,6,3,no,Puerto Rico,San German,NA,H.E. Anthony,NA,NA,NA,NA,NA,male,NA
NMNH,501830,Trochilidae,Anthracothorax,Anthracothorax_viridis,13.2,29.28,NA,NA,8.13,17.64,19.61,10.13,5.77,6.09,7.73,9.08,13.11,5.63,Puerto_Rico,172,9100,1338,700,46,8,10,6,3,no,Puerto Rico,Utuado,NA,"J.P. Angle, S.L. Olson",adult,6.5,64,NA,NA,female,NA
NMNH,501827,Trochilidae,Anthracothorax,Anthracothorax_viridis,13.24,27.88,NA,NA,8.88,19.12,22.34,11.53,6.16,6.57,8.06,9.45,13.29,5.25,Puerto_Rico,172,9100,1338,700,46,8,10,6,3,no,Puerto Rico,Utuado,NA,"J.P. Angle, S.L. Olson",NA,6.9,66,NA,NA,male,NA
FLMNH,42620,Trochilidae,Chlorestes,Chlorestes_notata,NA,NA,NA,NA,6.68,14.77,15.66,8.19,4.77,5.03,NA,8.15,NA,NA,Trinidad,251,5009,940,11,15,NA,36,12,4,yes,Trinidad,Arena forest,NA,AW Kratter,adult,4.3,50,32,NA,female,NA
FLMNH,42570,Trochilidae,Chlorestes,Chlorestes_notata,10.09,22.14,NA,NA,6.43,14.04,15.25,7.73,4.45,4.78,6,7.47,11.07,4.59,Trinidad,251,5009,940,11,15,NA,36,12,4,yes,Trinidad,Morne Bleu,NA,M.K. Hart,NA,3.4,46,29,NA,female,NA
FLMNH,45937,Trochilidae,Chlorestes,Chlorestes_notata,NA,NA,NA,NA,6.63,13.9,14.93,7.47,4.67,4.94,NA,7.69,NA,NA,Trinidad,251,5009,940,11,15,NA,36,12,4,yes,Trinidad,Morne Bleu,NA,AW Kratter,NA,3.6,48,30,NA,female,NA
FLMNH,45865,Trochilidae,Chlorestes,Chlorestes_notata,NA,NA,NA,NA,6.37,13.91,14.74,8.08,4.52,4.74,NA,7.51,NA,NA,Trinidad,251,5009,940,11,15,NA,36,12,4,yes,Trinidad,Morne Bleu,NA,AW Kratter,NA,3.6,49,30,NA,female,NA
FLMNH,46049,Trochilidae,Chlorestes,Chlorestes_notata,NA,NA,NA,NA,6.48,13.83,14.65,8.12,4.59,4.9,6.35,7.39,10.96,4.65,Trinidad,251,5009,940,11,15,NA,36,12,4,yes,Trinidad,Morne Bleu,NA,A.C. Schwarzer,adult,3.33,49,31,NA,female,NA
FLMNH,46520,Trochilidae,Chlorestes,Chlorestes_notata,10.5,20.86,NA,NA,6.61,14.64,16.1,8.56,4.71,4.94,6.33,7.79,11.45,4.7,Trinidad,251,5009,940,11,15,NA,36,12,4,yes,Trinidad,Morne Bleu,NA,E.A. Egan,adult,3.55,52,31,NA,female,NA
FLMNH,42576,Trochilidae,Chlorestes,Chlorestes_notata,NA,NA,NA,NA,6.81,16.04,18.15,9.01,4.92,5.12,NA,7.57,11.14,4.83,Trinidad,251,5009,940,11,15,NA,36,12,4,yes,Trinidad,Morne Bleu,NA,AW Kratter,NA,3.9,52,30,NA,male,NA
FLMNH,45913,Trochilidae,Chlorestes,Chlorestes_notata,NA,NA,NA,NA,6.69,15.05,17.12,8.72,4.92,5.08,NA,7.48,NA,NA,Trinidad,251,5009,940,11,15,NA,36,12,4,yes,Trinidad,Morne Bleu,NA,AW Kratter,NA,3.75,49,30.5,NA,male,NA
FLMNH,46363,Trochilidae,Chlorestes,Chlorestes_notata,NA,NA,NA,NA,NA,15.57,17.49,9.17,4.93,4.9,NA,7.58,10.54,4.65,Trinidad,251,5009,940,11,15,NA,36,12,4,yes,Trinidad,Morne Bleu,NA,AW Kratter,NA,3.8,49,31,NA,male,NA
FLMNH,38756,Trochilidae,Chlorostilbon,Chlorostilbon_canivetii,9.37,17.12,NA,NA,5.78,11.75,12.01,6.22,3.83,4.14,5.54,6.66,9.77,4.08,continent,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Mexico,Guerrero,NA,NA,NA,NA,NA,NA,NA,NA,dubious data
NMNH,501813,Trochilidae,Chlorostilbon,Chlorostilbon_maugaeus,9.67,17.04,NA,NA,6.22,12.6,13.29,7.38,4.23,4.42,5.91,7.4,10.82,4.37,Puerto_Rico,172,9100,1338,700,46,8,10,6,3,no,Puerto Rico,Maricao Forest,Fish Hatchery,"J.P. Angle, S.L. Olson",NA,3.2,45,NA,NA,female,NA
NMNH,501787,Trochilidae,Chlorostilbon,Chlorostilbon_maugaeus,9.43,16.74,NA,NA,6.34,12.85,13.77,7.35,4.17,4.41,5.79,6.8,10.13,4.28,Puerto_Rico,172,9100,1338,700,46,8,10,6,3,no,Puerto Rico,Maricao Forest,Fish Hatchery,"J.P. Angle, S.L. Olson",NA,2.8,48,NA,NA,female,NA
NMNH,501786,Trochilidae,Chlorostilbon,Chlorostilbon_maugaeus,9.91,17.58,NA,NA,6.29,13.54,14.81,7.81,4.3,NA,5.91,7.26,10.85,4.59,Puerto_Rico,172,9100,1338,700,46,8,10,6,3,no,Puerto Rico,Maricao Forest,Fish Hatchery,"J.P. Angle, S.L. Olson",NA,3.05,48,NA,NA,female,NA
NMNH,501773,Trochilidae,Chlorostilbon,Chlorostilbon_maugaeus,9.64,16.13,NA,NA,6.39,14.14,16.42,8.33,4.18,4.59,5.98,6.66,10.08,4.2,Puerto_Rico,172,9100,1338,700,46,8,10,6,3,no,Puerto Rico,Maricao Forest,Fish Hatchery,"J.P. Angle, S.L. Olson",NA,2.85,48,NA,NA,male,NA
NMNH,501774,Trochilidae,Chlorostilbon,Chlorostilbon_maugaeus,9.19,16.27,NA,NA,6.35,14.18,16.15,8.35,4.31,4.62,5.99,6.72,10.37,4.28,Puerto_Rico,172,9100,1338,700,46,8,10,6,3,no,Puerto Rico,Maricao Forest,Fish Hatchery,"J.P. Angle, S.L. Olson",NA,3.1,49,NA,NA,male,NA
NMNH,501927,Trochilidae,Chlorostilbon,Chlorostilbon_maugaeus,NA,NA,NA,NA,6.16,13.2,14.18,7.31,4.15,4.53,6.17,NA,NA,4.3,Puerto_Rico,172,9100,1338,700,46,8,10,6,3,no,Puerto Rico,Utuado,Hacienda Roses,"J.P. Angle, S.L. Olson",NA,2.9,47,NA,NA,female,NA
NMNH,501928,Trochilidae,Chlorostilbon,Chlorostilbon_maugaeus,NA,NA,NA,NA,6.6,14.55,16.79,8.73,4.3,4.7,5.97,NA,10.39,4.47,Puerto_Rico,172,9100,1338,700,46,8,10,6,3,no,Puerto Rico,Utuado,Hacienda Roses,"J.P. Angle, S.L. Olson",NA,3.1,52,NA,NA,male,NA
FLMNH,46991,Trochilidae,Chlorostilbon,Chlorostilbon_ricordii,10.06,19.93,NA,NA,6.19,13.48,14.88,7.09,4.34,4.95,6.56,6.87,11.22,4.55,Abaco,83,1146,41,252,35,NA,9,6,1,no,Bahamas,Abaco,Neem Organic Farm,D.W. Steadman,NA,NA,53,38,NA,NA,NA
NMNH,553488,Trochilidae,Chlorostilbon,Chlorostilbon_ricordii,9.59,19.71,NA,NA,6.01,13.12,14.15,7.2,4.35,4.73,6.2,6.78,10.07,4.56,Andros,88,5957,7,275,NA,NA,8,6,1,no,Bahamas,Andros Island,Blanket Sound,"S.L. Olson, C.A. Meister",NA,2.6,NA,NA,NA,female,NA
NMNH,553356,Trochilidae,Chlorostilbon,Chlorostilbon_ricordii,9.88,19.3,NA,NA,6.15,13.04,14.2,7.28,4.47,4.64,6.17,6.95,10.69,3.78,Andros,88,5957,7,275,NA,NA,8,6,1,no,Bahamas,Andros Island,Stafford Creek,"S.L. Olson, C.A. Meister",NA,2.7,NA,NA,NA,female,NA
NMNH,553485,Trochilidae,Chlorostilbon,Chlorostilbon_ricordii,9.86,NA,NA,NA,6.5,13.95,15.73,8.11,4.55,4.97,6.38,6.91,10.7,4.41,Andros,88,5957,7,275,NA,NA,8,6,1,no,Bahamas,Andros Island,Forfar Field Station,"S.L. Olson, C.A. Meister",NA,2.8,NA,NA,NA,male,NA
